age,annual_income_inr,bank_balance_inr,education_level,purpose_of_visit,prior_approvals,english_level,legal_charges,visa_approved
73,736100,335500,bachelors,business,0,fluent,yes,0
66,1077600,899500,bachelors,education,0,good,no,1
63,463100,340100,bachelors,medical,2,good,no,0
79,997300,424300,bachelors,business,8,good,no,1
30,3842300,1565200,masters,travel,1,good,no,1
75,836700,551900,bachelors,business,2,good,no,1
32,551100,471400,high_school,business,9,good,no,1
79,928700,607600,masters,education,5,basic,no,1
30,1265300,1003500,masters,travel,5,fluent,no,1
52,445700,389900,phd,medical,2,good,no,1
67,1928100,766400,bachelors,travel,7,fluent,no,1
22,1668500,924100,masters,business,3,fluent,no,1
22,530700,322000,bachelors,travel,3,fluent,no,1
71,989700,309700,masters,business,5,fluent,no,1
21,556800,416600,bachelors,medical,1,fluent,no,0
56,637000,220600,high_school,education,8,fluent,no,1
77,1117800,760300,phd,travel,9,good,no,1
56,1103000,598800,masters,travel,3,basic,no,1
48,429700,334100,bachelors,education,0,fluent,no,1
44,580500,309800,bachelors,education,5,basic,no,1
58,1826900,1077900,masters,business,1,basic,no,1
54,402900,115200,high_school,business,3,fluent,no,1
49,176800,133700,bachelors,business,0,fluent,no,1
27,497400,224600,high_school,travel,5,basic,yes,0
59,2035600,1190400,high_school,travel,8,basic,no,1
64,861900,676200,high_school,business,0,fluent,no,1
62,705400,359400,masters,travel,4,basic,no,1
22,525500,187000,high_school,travel,6,basic,no,0
62,1413700,493500,masters,business,0,fluent,no,1
63,411400,236400,phd,medical,0,fluent,no,0
29,337400,124300,high_school,travel,1,good,no,0
71,1210900,489100,masters,travel,6,good,no,1
51,1818300,593000,bachelors,travel,2,basic,no,1
47,848700,411400,phd,travel,0,basic,no,1
63,1791100,894800,bachelors,medical,0,good,no,0
50,499600,272000,bachelors,travel,2,fluent,yes,0
52,117500,69900,bachelors,travel,0,basic,no,0
37,1627000,961400,phd,medical,3,basic,no,1
76,727400,309500,high_school,education,0,good,no,0
79,1458200,1203800,masters,education,5,basic,no,1
26,792900,423200,high_school,business,4,good,no,1
64,840700,650800,bachelors,business,6,basic,no,1
19,656100,372700,bachelors,education,0,fluent,no,0
41,478600,204800,high_school,travel,3,basic,no,0
79,419500,295300,high_school,education,5,fluent,no,0
29,607000,171600,bachelors,education,2,good,no,1
41,359200,315100,masters,business,0,fluent,yes,0
31,498800,288900,masters,business,0,fluent,no,1
63,493900,112700,high_school,travel,3,good,no,0
47,220600,102800,bachelors,business,2,basic,no,1
55,179100,122600,high_school,education,7,fluent,no,1
77,809300,162700,masters,education,6,basic,no,1
50,906400,313600,masters,travel,4,basic,no,1
64,818700,690400,masters,education,9,basic,no,1
24,262700,109600,masters,travel,4,fluent,no,1
31,1776700,478600,bachelors,education,0,basic,no,1
77,343400,76800,bachelors,business,0,good,no,0
72,620200,381000,masters,education,5,good,no,1
59,270000,153500,high_school,education,1,fluent,no,0
41,1104000,701900,high_school,business,7,good,no,1
30,953800,828400,bachelors,travel,0,fluent,no,1
71,749800,146300,masters,medical,0,good,no,0
67,721300,215100,masters,business,5,good,no,1
33,1192900,388100,phd,education,6,good,no,1
55,381100,179200,bachelors,medical,6,fluent,no,1
56,932700,224600,bachelors,medical,0,good,no,0
48,559500,255900,bachelors,travel,1,good,no,1
76,1294400,986500,masters,travel,3,basic,no,1
25,705800,192500,high_school,medical,7,basic,no,1
34,779700,652900,phd,travel,0,basic,yes,0
23,244600,203900,bachelors,business,3,basic,no,0
61,849200,454100,masters,business,0,basic,no,1
58,438300,348500,masters,education,4,basic,no,1
80,789900,540000,bachelors,travel,0,fluent,no,0
52,844600,352700,masters,business,10,fluent,no,1
27,547500,312800,bachelors,travel,0,fluent,no,1
46,477000,113300,masters,education,4,good,no,1
23,1868300,974900,masters,travel,5,good,no,1
60,589500,455400,bachelors,medical,0,basic,no,0
60,1971600,1161100,high_school,education,0,fluent,no,1
72,1101700,480900,phd,medical,3,basic,no,1
39,1311300,849300,phd,medical,3,good,yes,0
37,773000,682300,bachelors,business,4,fluent,no,1
22,1304100,261600,phd,education,3,fluent,no,1
44,1379800,548800,bachelors,business,0,good,no,1
47,1388600,370700,bachelors,medical,7,good,no,1
65,286300,248400,bachelors,business,0,basic,no,1
65,865000,483900,high_school,education,2,basic,no,0
26,994400,245900,bachelors,education,7,basic,no,1
35,992000,604300,masters,business,7,good,no,1
50,1386000,728100,high_school,education,0,fluent,no,1
39,1983700,385800,bachelors,business,0,good,no,1
19,1599700,1277200,masters,travel,3,basic,no,1
71,721300,491900,masters,travel,1,fluent,no,1
64,560900,86300,phd,travel,4,good,no,1
50,1145500,996300,bachelors,travel,2,good,no,1
38,2054500,553600,masters,medical,0,good,no,1
71,177100,26600,high_school,travel,1,good,no,0
20,982100,462000,high_school,travel,4,good,no,1
46,845400,216100,masters,medical,5,good,no,1
68,279700,161600,bachelors,education,1,fluent,no,0
78,1259200,483000,masters,business,0,good,no,1
33,1247500,360400,bachelors,medical,1,good,no,1
59,445400,396000,high_school,business,3,basic,no,1
29,422900,169000,bachelors,travel,5,fluent,no,1
25,1385600,638800,high_school,travel,6,basic,no,1
40,523700,194100,bachelors,education,8,good,no,1
73,1022400,795200,high_school,business,2,fluent,no,1
61,329200,98000,bachelors,business,7,fluent,no,1
48,1222700,300500,masters,education,0,basic,no,1
35,668700,542400,high_school,business,2,good,no,1
26,1223000,351600,bachelors,travel,2,good,no,1
35,1719600,1364400,bachelors,education,5,fluent,no,1
27,483600,282200,bachelors,education,5,good,no,1
29,1007400,773200,bachelors,business,0,good,no,1
61,458700,92900,masters,travel,7,good,no,1
26,455900,397900,masters,medical,7,good,no,1
20,393100,147300,high_school,travel,8,basic,no,0
52,1218200,236300,masters,business,2,fluent,no,1
36,1359000,983500,high_school,business,9,basic,no,1
46,2103000,596900,bachelors,travel,5,fluent,no,1
26,622400,257300,bachelors,medical,3,good,no,1
31,639200,381000,high_school,travel,1,basic,no,0
45,907700,182900,high_school,business,6,fluent,no,1
61,823200,248200,high_school,travel,5,fluent,no,1
44,492300,254400,high_school,business,3,fluent,no,1
52,788800,367900,bachelors,business,10,fluent,no,1
50,508600,289000,high_school,medical,0,basic,no,0
34,867300,604100,masters,education,3,basic,no,1
35,806100,334300,masters,business,1,fluent,no,1
44,708300,321100,bachelors,travel,2,basic,no,1
20,432300,153200,high_school,business,1,good,no,0
61,405100,164000,bachelors,business,1,good,no,1
56,1563100,294300,masters,travel,1,basic,no,1
37,1004900,588000,bachelors,travel,0,fluent,no,1
41,1516800,424100,high_school,education,0,fluent,no,1
38,1324300,910100,phd,medical,4,fluent,no,1
59,601500,109300,bachelors,business,1,basic,no,1
65,536000,104500,bachelors,medical,0,good,no,0
24,998300,362900,masters,travel,0,fluent,no,1
44,1464800,701400,phd,business,0,good,no,1
18,661200,443100,bachelors,education,0,fluent,no,0
46,337000,225500,bachelors,business,8,fluent,yes,0
33,503800,443400,bachelors,travel,2,basic,no,1
39,545700,225800,high_school,education,1,good,no,0
46,1136700,221100,bachelors,business,2,fluent,no,1
38,238700,190000,high_school,medical,0,basic,no,0
42,875300,610900,bachelors,business,4,fluent,no,1
66,1098400,220900,masters,education,8,good,no,1
69,843000,179100,phd,business,0,basic,no,1
18,704300,357400,masters,business,0,fluent,no,1
41,360400,146400,high_school,travel,3,good,no,1
71,583900,348800,high_school,medical,0,basic,yes,0
51,1405900,442000,bachelors,business,0,fluent,no,1
30,1461900,1271100,bachelors,medical,4,good,no,1
55,291200,155500,high_school,business,3,fluent,no,1
27,877600,625800,masters,travel,0,fluent,no,1
19,226400,55300,bachelors,travel,6,good,no,1
57,573800,351600,high_school,business,0,good,no,1
50,1050900,839500,bachelors,medical,1,basic,no,0
65,2564200,428800,phd,travel,4,basic,no,1
39,364100,202100,masters,education,3,good,no,1
71,297000,99500,high_school,travel,3,good,no,0
44,818900,416600,bachelors,travel,4,good,yes,0
64,443800,338200,phd,travel,3,good,no,1
24,594000,396500,high_school,medical,6,good,no,1
24,1065700,762900,bachelors,education,2,fluent,no,1
67,480700,148400,masters,travel,1,fluent,no,1
70,1046200,810200,masters,travel,5,basic,no,1
77,277400,169400,high_school,travel,0,fluent,no,0
38,2302800,465100,phd,travel,5,fluent,no,1
19,847600,675600,bachelors,travel,0,basic,no,0
79,380000,72900,high_school,travel,2,basic,no,0
55,273500,46900,high_school,education,4,good,no,1
33,937100,726500,bachelors,medical,3,good,no,1
66,1140400,182200,high_school,medical,0,good,no,0
74,636300,137600,masters,education,1,good,no,0
35,763700,124300,masters,travel,5,fluent,yes,0
66,357300,289500,high_school,education,10,good,no,1
67,2288300,420000,masters,business,2,good,no,1
49,378300,162500,phd,travel,0,fluent,no,1
57,1095900,342700,high_school,business,1,fluent,no,1
34,790400,321100,masters,business,2,fluent,no,1
76,1039000,382300,phd,medical,0,basic,no,0
79,806500,658000,masters,medical,6,basic,no,1
79,863100,627100,bachelors,travel,2,basic,no,0
64,651100,529800,masters,business,1,good,no,1
20,1740900,1201300,masters,education,1,good,no,1
41,1384600,550700,bachelors,travel,0,fluent,no,1
46,314600,91000,high_school,education,2,fluent,no,1
78,1092100,597700,bachelors,medical,2,good,no,0
52,621800,259600,bachelors,travel,1,basic,no,0
51,778300,492300,bachelors,business,3,good,no,1
27,1250200,224000,high_school,business,1,good,no,1
68,671400,459700,masters,business,3,fluent,no,1
39,1619100,606600,masters,travel,7,basic,no,1
23,972800,483200,bachelors,business,1,fluent,no,1
80,485700,429300,high_school,business,1,basic,no,0
29,661400,206100,high_school,business,6,good,no,1
19,619500,147600,high_school,business,1,fluent,no,1
22,400100,123000,bachelors,education,1,basic,no,0
46,387000,160100,high_school,business,5,basic,no,1
24,608200,335800,phd,medical,3,good,no,1
71,649700,575100,bachelors,business,8,good,no,1
50,1132300,908600,high_school,business,2,basic,no,1
38,1338900,918800,masters,business,2,basic,no,1
18,344100,237600,bachelors,education,0,basic,no,0
48,650900,236200,bachelors,business,0,fluent,no,1
27,614500,519900,high_school,travel,2,basic,no,0
79,1464500,812300,masters,business,0,fluent,no,1
36,528900,143800,bachelors,medical,2,fluent,no,1
47,492500,424900,masters,business,0,basic,no,1
19,733400,388600,bachelors,travel,0,basic,no,0
26,1330100,354700,masters,medical,2,basic,no,1
31,860800,603800,bachelors,business,3,good,no,1
21,597900,194500,masters,business,1,good,no,1
63,2553100,742300,masters,education,5,fluent,no,1
77,716500,251300,bachelors,business,0,good,no,1
80,1082000,631600,masters,business,0,good,no,1
34,675800,249700,masters,travel,8,good,no,1
67,993100,179400,high_school,business,7,fluent,no,1
49,1332100,587000,masters,medical,1,basic,no,1
20,899400,293000,bachelors,travel,1,basic,no,0
23,401500,214200,bachelors,travel,6,fluent,no,1
52,986300,487900,high_school,business,2,good,no,1
44,819400,170900,high_school,education,0,fluent,no,1
18,944300,315400,high_school,education,0,fluent,no,0
76,551500,199200,high_school,business,0,fluent,yes,0
64,518600,266300,high_school,medical,5,basic,no,0
49,488900,374800,high_school,travel,3,basic,no,0
80,2649600,831800,bachelors,education,0,good,no,0
79,561400,150800,bachelors,business,0,fluent,no,1
79,562800,84900,phd,business,0,fluent,no,1
34,792100,479100,masters,education,4,fluent,no,1
73,403000,158900,high_school,education,7,fluent,no,1
49,1512700,987200,bachelors,travel,2,fluent,no,1
63,358900,239600,bachelors,business,5,fluent,no,1
72,555600,102000,bachelors,education,0,basic,no,0
28,840100,389600,bachelors,business,3,good,no,1
46,1953900,1711600,masters,travel,1,good,no,1
26,1119800,399000,bachelors,travel,0,good,no,1
35,1843000,1008400,bachelors,business,2,good,no,1
44,1176400,651000,masters,business,6,fluent,no,1
71,676400,233600,bachelors,business,0,good,no,1
72,1557100,1143600,masters,medical,2,basic,no,1
42,509500,77800,phd,travel,6,fluent,no,1
38,295400,94600,bachelors,education,5,good,no,1
51,1664000,989100,masters,medical,2,good,no,1
75,1092100,915100,masters,education,0,good,no,1
79,1285500,202000,bachelors,travel,6,good,no,1
32,338100,203100,high_school,travel,0,basic,no,0
29,1971700,300700,masters,travel,0,good,no,1
62,1093800,675000,bachelors,travel,0,basic,no,0
36,531200,243700,high_school,medical,2,good,no,0
30,847900,403500,bachelors,education,3,basic,no,1
19,915600,801700,bachelors,travel,6,fluent,no,1
43,337300,223200,high_school,travel,2,fluent,no,1
42,874500,260000,phd,medical,9,good,no,1
53,648300,582200,high_school,business,3,good,yes,0
30,598800,205100,bachelors,education,3,good,no,1
63,433500,288000,masters,business,0,fluent,no,1
60,635500,419600,high_school,education,0,fluent,no,1
47,1540500,1212800,masters,education,3,fluent,no,1
29,1361600,611600,bachelors,travel,4,fluent,no,1
49,1013800,681200,bachelors,business,0,good,no,1
60,1186500,735000,bachelors,education,2,fluent,no,1
41,1860400,888000,phd,travel,1,good,no,1
34,1129100,945000,phd,travel,1,good,no,1
49,168500,57100,high_school,travel,0,good,no,0
40,1431700,455600,bachelors,travel,0,fluent,no,1
43,462800,288200,bachelors,education,1,basic,no,1
39,580200,169800,phd,business,6,good,no,1
37,530100,409500,masters,travel,5,basic,no,1
63,2966800,1200800,bachelors,medical,0,fluent,yes,0
46,1239300,577300,masters,business,0,fluent,no,1
47,426600,282300,bachelors,travel,2,good,no,1
59,519500,422800,bachelors,education,0,good,no,1
40,756200,504700,bachelors,medical,6,good,no,1
24,1019500,225000,bachelors,travel,2,fluent,no,1
71,882100,356000,bachelors,education,6,fluent,no,1
21,453900,323400,bachelors,business,0,fluent,no,1
54,1158000,962100,masters,travel,9,fluent,no,1
34,772200,482900,phd,medical,5,basic,no,1
31,1345500,803400,bachelors,medical,4,basic,no,1
20,780300,339000,bachelors,travel,8,good,no,1
74,640600,325800,masters,travel,2,good,no,1
45,789300,374300,high_school,travel,0,basic,no,0
39,1200900,229800,masters,business,2,fluent,no,1
64,582600,96900,bachelors,medical,5,basic,no,1
20,807400,495000,high_school,education,6,good,no,1
53,1374800,731900,masters,travel,2,basic,no,1
49,1465200,488900,bachelors,business,4,fluent,no,1
52,798600,654500,high_school,travel,0,good,no,1
25,480400,146500,high_school,business,0,fluent,no,1
78,383800,259200,masters,education,3,fluent,no,1
33,1197600,887700,phd,travel,1,fluent,no,1
60,913000,712300,bachelors,business,0,good,no,1
65,555800,433300,high_school,travel,5,fluent,no,1
39,103200,76900,high_school,medical,2,basic,no,0
26,1412900,697100,masters,business,2,fluent,no,1
36,458100,283100,bachelors,travel,0,basic,no,0
68,1103100,875100,bachelors,travel,0,good,no,1
75,1927700,896800,bachelors,business,4,fluent,no,1
77,658300,430000,bachelors,travel,6,basic,no,0
32,962800,259600,bachelors,travel,0,good,no,1
56,770300,441800,bachelors,business,5,fluent,no,1
27,721500,184500,high_school,business,5,fluent,no,1
62,800800,516700,bachelors,medical,5,basic,no,1
44,569300,246300,bachelors,travel,3,basic,no,1
62,459900,147600,bachelors,travel,1,good,no,0
61,1296000,545000,high_school,travel,5,fluent,no,1
80,687800,465000,high_school,education,2,fluent,no,0
48,1194500,992700,bachelors,education,0,good,no,1
39,942200,149300,bachelors,education,1,fluent,no,1
51,1293900,357000,bachelors,travel,2,good,no,1
28,462200,314000,bachelors,travel,2,fluent,no,1
25,565700,326200,high_school,travel,7,basic,no,1
50,1284400,500100,masters,travel,1,good,no,1
70,1540200,983900,bachelors,travel,0,good,yes,0
51,2350600,1881400,high_school,business,8,good,no,1
67,1217000,418000,masters,travel,0,basic,no,0
29,525900,270400,bachelors,travel,0,basic,no,0
46,559900,92700,phd,business,6,good,no,1
56,328500,282300,high_school,business,8,fluent,no,1
39,635400,477300,masters,education,4,fluent,no,1
18,197200,104300,masters,travel,1,basic,no,0
22,372600,333100,high_school,education,2,fluent,no,0
76,1122100,353600,bachelors,travel,6,good,no,1
56,1013800,717700,masters,medical,7,fluent,no,1
34,656200,477100,bachelors,education,0,basic,no,0
34,310000,239700,bachelors,business,6,fluent,no,1
20,1925800,1278400,phd,medical,3,fluent,no,1
77,1288900,377600,masters,business,0,fluent,no,1
24,1073100,234500,phd,travel,0,fluent,no,1
65,289600,82600,masters,education,0,good,no,0
33,742600,589400,masters,travel,8,good,no,1
39,1234700,557500,masters,travel,1,good,no,1
35,744700,416800,bachelors,travel,4,good,no,1
69,1081000,182700,masters,business,0,fluent,no,1
20,1102900,571900,bachelors,business,5,good,no,1
40,588400,268900,high_school,business,2,good,no,1
35,1081400,595800,bachelors,business,7,fluent,no,1
35,339800,146600,high_school,travel,2,basic,no,0
30,551600,114000,phd,travel,5,basic,no,1
75,983600,180000,bachelors,travel,3,basic,no,0
41,1101100,949500,bachelors,education,2,fluent,no,1
44,718900,433400,high_school,business,8,fluent,no,1
42,813300,514500,bachelors,business,2,basic,no,1
79,633000,529500,bachelors,education,7,good,no,1
39,1092300,615100,masters,medical,0,good,no,1
39,932000,570100,bachelors,travel,3,good,no,1
38,963300,522400,bachelors,business,7,fluent,no,1
38,3173700,894900,bachelors,education,7,fluent,no,1
23,455900,174900,bachelors,medical,2,basic,no,0
56,4460500,3627500,bachelors,travel,2,basic,no,1
19,487300,235300,masters,business,5,fluent,no,1
32,1202500,364500,masters,business,1,good,yes,0
30,504100,388700,masters,travel,8,good,no,1
36,895300,192900,bachelors,medical,0,basic,no,0
65,927400,583900,high_school,education,0,basic,no,0
55,1100300,742800,phd,travel,5,fluent,no,1
80,1845600,697300,phd,travel,1,basic,no,0
40,428000,117800,high_school,education,1,good,yes,0
76,315000,153200,masters,travel,1,fluent,no,0
20,1067900,764900,bachelors,education,9,basic,yes,0
49,549500,447900,high_school,travel,3,basic,no,1
68,830100,632100,phd,travel,10,good,no,1
51,862300,200200,phd,travel,1,good,no,1
76,1351600,428600,phd,travel,1,basic,no,0
37,345200,211500,high_school,medical,0,good,no,0
20,929900,634600,bachelors,travel,1,basic,no,0
66,1870200,292800,masters,travel,0,basic,no,1
22,3020200,776000,masters,travel,0,basic,no,1
66,1638000,361200,bachelors,travel,2,basic,no,1
64,826900,335600,bachelors,travel,4,good,no,1
71,622600,411300,high_school,education,1,fluent,yes,0
48,607000,520400,bachelors,travel,2,basic,no,1
74,752900,163500,masters,travel,1,good,no,0
28,872900,462300,high_school,travel,2,good,no,1
45,456300,195900,high_school,business,5,fluent,no,1
25,925300,415200,bachelors,education,5,good,no,1
66,445600,89600,bachelors,travel,6,basic,no,1
62,1607400,588700,bachelors,travel,0,good,no,1
68,452500,153600,high_school,education,2,good,no,0
66,1769400,1218600,masters,education,6,fluent,yes,0
37,366900,231700,high_school,education,8,basic,no,1
22,499000,313000,bachelors,travel,2,good,no,0
76,1570500,847200,bachelors,travel,2,good,no,1
49,536100,218000,bachelors,education,5,fluent,no,1
23,319400,106300,bachelors,travel,10,basic,no,1
76,549000,87000,masters,travel,1,good,no,0
80,1211900,316200,bachelors,travel,0,good,no,0
46,1149500,362000,bachelors,education,6,good,no,1
66,497400,438500,bachelors,business,4,good,no,1
20,534500,469200,bachelors,travel,0,basic,no,0
23,1095400,795000,bachelors,business,1,good,no,1
35,1560100,948100,bachelors,travel,2,fluent,no,1
59,728400,474600,bachelors,education,4,good,yes,0
26,732900,440000,high_school,travel,5,good,no,1
20,1572500,998700,masters,travel,0,good,yes,0
60,1765900,555200,high_school,medical,0,good,yes,0
66,572300,505100,phd,education,4,fluent,no,1
64,523700,375700,bachelors,travel,0,good,no,0
68,409000,133200,high_school,medical,2,good,no,0
68,1533300,820700,masters,travel,2,basic,no,1
55,658600,488600,bachelors,education,1,fluent,no,1
50,1283200,1069400,phd,business,5,fluent,no,1
71,1155600,506000,phd,business,0,good,no,1
39,973600,499300,masters,travel,5,fluent,no,1
24,802500,306900,bachelors,business,3,fluent,no,1
65,1904200,823400,phd,travel,2,good,no,1
35,443600,142300,bachelors,business,6,fluent,no,1
79,896400,154600,masters,travel,0,good,no,0
44,277000,128000,high_school,business,5,good,no,1
71,1224100,615600,phd,business,0,basic,no,1
20,873500,642000,masters,medical,10,good,no,1
59,1362100,738200,bachelors,education,0,fluent,no,1
46,1077900,425600,phd,medical,2,basic,no,1
47,762000,379000,masters,travel,0,fluent,no,1
34,943600,705000,phd,business,1,fluent,no,1
79,1394300,712100,high_school,travel,0,good,no,0
42,319000,180700,bachelors,travel,0,basic,yes,0
71,688800,192700,masters,business,0,good,no,1
44,551200,85800,high_school,medical,0,basic,no,0
21,685400,580700,masters,travel,4,basic,no,1
73,1274000,447100,masters,education,2,basic,no,1
29,733400,301200,bachelors,travel,0,basic,no,0
35,1119700,264400,masters,travel,8,basic,no,1
72,576500,308300,high_school,business,3,fluent,no,1
74,919100,646000,masters,medical,0,good,no,0
75,478200,317800,masters,travel,1,basic,no,0
44,833400,659800,bachelors,business,2,fluent,no,1
65,286800,104700,bachelors,business,2,fluent,no,1
38,522800,201800,bachelors,travel,6,fluent,no,1
64,990100,865500,bachelors,medical,3,good,no,1
49,1871200,921500,masters,medical,9,basic,no,1
21,2754200,2136900,bachelors,education,4,fluent,no,1
44,597800,363800,bachelors,medical,9,fluent,yes,0
47,470100,134300,bachelors,education,2,good,no,1
34,1296300,1125300,masters,travel,4,good,no,1
41,2720300,1070000,masters,travel,4,good,no,1
49,1255500,792700,high_school,business,5,good,no,1
21,428100,145900,bachelors,business,0,fluent,no,1
27,500200,291000,high_school,travel,0,good,no,0
66,862600,479500,high_school,business,0,good,no,1
40,1254600,433800,bachelors,medical,0,basic,no,0
56,1346900,1200900,masters,medical,7,basic,no,1
53,591100,151000,bachelors,travel,4,basic,no,1
52,744600,359100,high_school,education,0,good,no,0
44,1261300,218900,bachelors,travel,1,fluent,no,1
48,582600,385700,masters,business,0,good,no,1
69,1572400,780800,bachelors,travel,6,basic,no,1
78,932500,531600,high_school,business,7,good,no,1
34,646700,435800,masters,travel,0,good,no,1
60,898700,649800,high_school,business,1,fluent,no,1
79,1521200,1330100,masters,business,8,fluent,no,1
18,1553300,1239500,masters,business,3,fluent,no,1
67,2314200,909100,masters,medical,6,fluent,no,1
49,537300,373700,high_school,business,1,fluent,no,1
78,648400,134200,high_school,travel,0,fluent,no,0
54,227900,57500,masters,travel,4,good,no,1
70,1397500,691400,bachelors,travel,0,good,no,0
28,1325400,655700,bachelors,travel,6,good,no,1
26,1594900,844200,bachelors,business,5,fluent,no,1
76,322800,163500,high_school,travel,1,basic,no,0
51,1284100,810300,bachelors,travel,2,basic,yes,0
53,1892600,1638500,phd,education,5,basic,no,1
28,680000,190100,masters,travel,8,good,no,1
32,1352200,565400,bachelors,travel,1,good,no,1
69,1394200,286800,phd,travel,5,basic,no,1
37,382300,114700,masters,business,0,fluent,no,1
54,745200,663600,high_school,travel,7,good,no,1
37,637800,114600,masters,business,4,fluent,no,1
34,215000,66700,high_school,travel,0,basic,no,0
28,925500,434900,bachelors,education,4,basic,no,1
76,729800,269700,bachelors,business,4,fluent,no,1
77,1169500,653700,high_school,business,4,fluent,no,1
25,597200,533200,high_school,education,1,fluent,no,1
40,1160800,787000,bachelors,travel,4,good,no,1
53,1000800,454800,bachelors,education,6,fluent,no,1
42,1326400,878300,bachelors,medical,1,basic,no,1
63,464600,373600,bachelors,medical,0,basic,no,0
34,1084900,349100,masters,travel,7,fluent,no,1
21,900200,619100,masters,business,3,basic,no,1
39,774200,472600,high_school,travel,2,fluent,no,1
55,1119600,784100,masters,travel,6,basic,no,1
29,385500,82200,high_school,travel,0,good,no,0
69,628200,439600,bachelors,travel,5,basic,no,1
18,1873200,1388100,bachelors,business,2,fluent,no,1
22,212800,141600,high_school,business,0,fluent,no,1
50,798200,237800,high_school,business,9,basic,no,1
50,1925300,521800,masters,business,5,good,no,1
36,1337300,941200,masters,medical,0,basic,no,0
34,3195300,2031500,phd,business,7,good,no,1
22,1810900,1607600,phd,travel,8,good,yes,0
59,934500,458900,bachelors,medical,5,fluent,no,1
41,418000,134600,high_school,travel,0,basic,no,0
25,674300,490400,high_school,travel,0,good,no,0
43,1100600,783000,bachelors,education,5,good,no,1
77,974500,528200,masters,travel,7,basic,no,1
34,502800,356800,bachelors,travel,0,basic,yes,0
74,278600,106700,high_school,education,2,fluent,no,0
34,837700,261200,bachelors,education,0,good,no,1
29,430900,105400,masters,education,2,fluent,no,1
34,583700,214700,bachelors,medical,3,good,no,1
38,255300,163600,masters,travel,0,good,no,1
25,1196200,411300,bachelors,education,3,fluent,no,1
55,1427200,1159700,bachelors,travel,3,fluent,no,1
39,790100,266500,bachelors,education,2,fluent,no,1
63,2663300,1766700,masters,education,7,good,no,1
48,2040800,1113600,masters,education,0,fluent,no,1
45,985000,304000,bachelors,medical,0,fluent,no,0
47,710800,403100,bachelors,travel,2,fluent,no,1
27,445900,386200,high_school,education,2,fluent,no,1
62,736300,631800,high_school,business,0,fluent,no,1
24,500000,184300,high_school,travel,8,good,no,1
63,730500,403500,high_school,education,0,fluent,no,0
80,1369700,360400,masters,education,0,fluent,no,0
66,857300,430200,masters,travel,5,good,no,1
46,1777100,695100,masters,travel,7,fluent,no,1
37,857800,726700,masters,travel,2,basic,no,1
72,1093500,682900,phd,business,0,good,no,1
34,631300,182300,phd,business,1,good,no,1
48,651900,583000,bachelors,medical,0,good,no,0
66,1770900,1187600,high_school,travel,2,good,no,1
76,329300,82700,high_school,medical,4,fluent,no,0
76,1237400,927600,masters,business,1,fluent,no,1
23,420800,239100,high_school,education,2,good,no,0
74,223900,100800,bachelors,travel,5,basic,no,0
25,1028800,305800,bachelors,education,0,good,no,1
54,557200,199700,bachelors,travel,0,fluent,no,1
76,901600,248300,bachelors,education,5,good,no,1
59,1676400,1261500,masters,medical,0,fluent,no,1
77,860700,305300,bachelors,travel,0,fluent,no,0
39,1165100,585400,masters,business,0,good,no,1
37,335300,293700,high_school,business,2,fluent,no,1
38,1434800,1285500,masters,education,3,good,no,1
40,681600,506700,bachelors,travel,2,good,yes,0
61,180000,134900,high_school,travel,1,basic,no,0
46,1703400,1462600,phd,travel,2,basic,no,1
64,2015300,1506700,phd,travel,0,basic,no,1
44,2196600,1072400,masters,education,6,good,no,1
37,3566500,696300,phd,education,9,basic,no,1
29,1157700,354600,bachelors,education,2,good,no,1
52,716900,346600,high_school,education,1,good,no,1
74,985000,343800,high_school,medical,5,good,no,0
72,597200,237000,masters,travel,0,fluent,no,1
33,387800,75300,masters,medical,1,good,yes,0
48,831300,468900,phd,business,8,basic,no,1
62,1963600,812300,masters,travel,0,fluent,no,1
56,525900,181000,bachelors,education,0,fluent,no,1
22,698100,424300,high_school,travel,2,good,no,0
55,740700,264900,high_school,business,3,fluent,yes,0
20,865300,438900,bachelors,travel,3,basic,no,0
25,481700,161300,masters,travel,0,fluent,no,1
59,652400,430800,high_school,medical,4,basic,no,0
24,857100,677600,phd,travel,0,good,no,1
39,2481500,524300,masters,business,8,good,no,1
55,1413700,1081300,bachelors,travel,0,fluent,no,1
59,786500,620400,masters,travel,0,basic,no,1
46,1997900,1745600,bachelors,business,2,good,no,1
23,1175100,905900,masters,travel,0,basic,no,1
68,301700,170200,bachelors,travel,3,good,no,0
77,724600,146900,bachelors,business,0,good,no,1
73,1328300,273400,high_school,travel,1,good,no,0
65,481900,143400,bachelors,travel,0,basic,no,0
43,936800,454700,masters,education,1,fluent,yes,0
73,511600,443300,phd,travel,0,basic,no,0
48,502400,141400,masters,business,1,fluent,no,1
26,341500,189200,high_school,medical,0,basic,no,0
71,550200,494400,phd,travel,5,basic,no,1
38,384600,61700,high_school,business,4,good,no,1
77,1405700,260400,high_school,education,0,basic,no,0
41,953500,336000,masters,business,0,good,yes,0
72,1664700,530800,phd,education,0,good,no,1
51,1969900,1032100,phd,education,0,fluent,no,1
47,528700,246000,masters,medical,2,good,no,1
36,342000,201000,high_school,medical,1,basic,no,0
70,823400,214300,high_school,business,9,good,no,1
21,381200,253300,high_school,education,5,basic,no,0
47,1111500,345700,bachelors,travel,0,basic,no,1
